Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
2578 |Total Attributes:  7 |Ancient Lightning Dragon, Ammonite ||Dragon | /  |Machine |Light |5 Stars |20 |10 |
2579 |Total Attributes:  7 |Ancient Lake Dragon, Coelacanth ||Dragon | /  |Machine |Water |5 Stars |20 |10 |
2580 |Total Attributes:  7 |Ancient Ocean Dragon, Coelacanth ||Dragon | /  |Machine |Dark |5 Stars |20 |10 |
2581 |Total Attributes:  7 |Red Keeper ||Machine |Fire |3 Stars |6 |1 |
2582 |Total Attributes:  7 |Flame Keeper ||Machine |Fire |4 Stars |12 |1 |
2583 |Total Attributes:  7 |Blue Keeper ||Machine |Water |3 Stars |6 |1 |
2584 |Total Attributes:  7 |Aqua Keeper ||Machine |Water |4 Stars |12 |1 |
2585 |Total Attributes:  7 |Green Keeper ||Machine |Wood |3 Stars |6 |1 |
2586 |Total Attributes:  7 |Wind Keeper ||Machine |Wood |4 Stars |12 |1 |
2587 |Total Attributes:  7 |Yellow Keeper ||Machine |Light |3 Stars |6 |1 |
2588 |Total Attributes:  7 |Lightning Keeper ||Machine |Light |4 Stars |12 |1 |
2589 |Total Attributes:  7 |Purple Keeper ||Machine |Dark |3 Stars |6 |1 |
2590 |Total Attributes:  7 |Phantom Keeper ||Machine |Dark |4 Stars |12 |1 |
2591 |Total Attributes:  7 |Eschamali ||Machine | /  |God |Dark |6 Stars |40 |50000 |
2592 |Total Attributes:  7 |Judging Scale Steel Star Goddess, Eschamali ||Machine | /  |God |Dark | /  |Light |7 Stars |60 |50000|
2593 |Total Attributes:  7 |Ragnarok Dragon ||Dragon | /  |Machine |Wood |8 Stars |80 |1 |
2594 |Total Attributes:  7 |Anti-God Machine, Ragnarok Dragon ||Dragon | /  |Machine |Wood | /  |Dark |9 Stars |99 |1 |
2595 |Total Attributes:  7 |Bolmeteus-Blue Flame Dragon ||Dragon | /  |Machine |Fire | /  |Water |7 Stars |40 |5000 |
2596 |Total Attributes:  7 |Bolshack-NEX ||Dragon | /  |Attacker |Fire | /  |Fire |6 Stars |32 |3000 |
2597 |Total Attributes:  7 |Lord of Spirits, Alphadios ||Machine | /  |God |Light | /  |Light |6 Stars |32 |3000 |
2598 |Total Attributes:  7 |Guardian of the Sacred City, Athena Another Card ||Enhance Material |Light | /  |Wood |4 Stars |1 |1 |
2599 |Total Attributes:  7 |Green Gleaming Star Kirin, Sakuya Another Card ||Enhance Material |Light | /  |Wood |4 Stars |1 |1 |
2600 |Total Attributes:  7 |Marvelous Red Dragon Caller, Sonia Another Card ||Enhance Material |Fire | /  |Dark |4 Stars |1 |1 |
2601 |Total Attributes:  7 |Bouya Harumichi ||Attacker |Fire |6 Stars |18 |6000 |
2602 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Dragon |Fire | /  |Light |7 Stars |28 |6000 |
2603 |Total Attributes:  7 |Megumi Hayashida ||Attacker |Fire |6 Stars |18 |6000 |
2604 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Physical |Fire | /  |Dark |7 Stars |28 |6000 |
2605 |Total Attributes:  7 |Osamu Furukawa ||Physical |Wood |5 Stars |15 |4000 |
2606 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |Attacker |Wood | /  |Fire |6 Stars |25 |4000 |
2607 |Total Attributes:  7 |Ryushin Kunou ||Attacker | /  |Devil |Dark |5 Stars |15 |4000 |
2608 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Devil |Dark | /  |Dark |6 Stars |25 |4000 |
2609 |Total Attributes:  7 |Tatsuya Bitou ||Attacker |Light |5 Stars |15 |4000 |
2610 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Light | /  |Dark |6 Stars |25 |4000 |
2611 |Total Attributes:  7 |Yasuda ||Balanced |Fire |4 Stars |10 |3000 |
2612 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Fire | /  |Wood |5 Stars |20 |3000 |
2613 |Total Attributes:  7 |Hideto Bandou ||Attacker | /  |Devil |Dark |4 Stars |10 |3000 |
2614 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Devil |Dark | /  |Fire |5 Stars |20 |3000 |
2615 |Total Attributes:  7 |Jou Kanayama ||Physical |Light |4 Stars |10 |3000 |
2616 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |Attacker |Light | /  |Fire |5 Stars |20 |3000 |
2617 |Total Attributes:  7 |Kouichi Haruyama ||Balanced |Wood |4 Stars |10 |3000 |
2618 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Wood | /  |Dark |5 Stars |20 |3000 |
2619 |Total Attributes:  7 |Murata Juuzou ||Attacker | /  |Devil |Dark |4 Stars |10 |3000 |
2620 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Devil |Dark | /  |Light |5 Stars |20 |3000 |
2621 |Total Attributes:  7 |Kouhei Jinnai ||Attacker |Dark |4 Stars |12 |10 |
2622 |Total Attributes:  7 |UNPRINTABLE ||Attacker | /  |Devil |Dark | /  |Wood |5 Stars |22 |10 |
2623 |Total Attributes:  7 |Tetsuji Mayumi ||Physical |Dark |3 Stars |10 |1 |
2624 |Total Attributes:  7 |UNPRINTABLE ||Physical | /  |Attacker |Dark | /  |Fire |4 Stars |20 |1 |
2625 |Total Attributes:  7 |Tomoyuki Ooshima ||Attacker |Dark |3 Stars |10 |1 |
2626 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Dark | /  |Dark |4 Stars |20 |1 |
2627 |Total Attributes:  7 |Yukio Shiga ||Attacker |Dark |3 Stars |10 |1 |
2628 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Dark | /  |Water |4 Stars |20 |1 |
2629 |Total Attributes:  7 |Hanazawa Saburou ||Attacker |Fire |5 Stars |15 |1 |
2630 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Fire | /  |Light |6 Stars |25 |1 |
2631 |Total Attributes:  7 |Dragon's Jacket ||Enhance Material |Fire |4 Stars |1 |1 |
2632 |Total Attributes:  7 |Meimeitei's Bentou ||Enhance Material |Fire |4 Stars |1 |1 |
2633 |Total Attributes:  7 |Takiya Commerce High School's Uniform ||Enhance Material |Wood |4 Stars |1 |1 |
2634 |Total Attributes:  7 |The Front of Armament's Jacket ||Enhance Material |Dark |4 Stars |1 |1 |
2635 |Total Attributes:  7 |Housen Academy's Uniform ||Enhance Material |Light |4 Stars |1 |1 |
2636 |Total Attributes:  7 |Heavenly Fire God, Agni ||God | /  |Attacker |Fire |6 Stars |40 |25 |
2637 |Total Attributes:  7 |Scorching Horned Heavenly Fire God, Agni ||God | /  |Attacker | /  |Devil |Fire | /  |Light |7 Stars |50 |25 |
2638 |Total Attributes:  7 |UNPRINTABLE ||Dragon |Wood |6 Stars |40 |20 |
2639 |Total Attributes:  7 |UNPRINTABLE ||Dragon | /  |Devil |Wood | /  |Water |7 Stars |50 |20 |
2640 |Total Attributes:  7 |Fenrir ||Devil |Dark |5 Stars |30 |15000 |
2641 |Total Attributes:  7 |Gods' Enemy Monstrous Wolf, Fenrir ||Devil | /  |Attacker |Dark | /  |Fire |6 Stars |50 |15000 |
2642 |Total Attributes:  7 |Metallic Star Dragon, Scorpio ||Machine | /  |Dragon |Fire |5 Stars |20 |10 |
2643 |Total Attributes:  7 |Metallic Star Dragon, Pisces ||Machine | /  |Dragon |Water |5 Stars |20 |10 |
2644 |Total Attributes:  7 |Metallic Star Dragon, Virgo ||Machine | /  |Dragon |Wood |5 Stars |20 |10 |
2645 |Total Attributes:  7 |Metallic Star Dragon, Light Gemini ||Machine | /  |Dragon |Light |5 Stars |20 |10 |
2646 |Total Attributes:  7 |Metallic Star Dragon, Dark Gemini ||Machine | /  |Dragon |Dark |5 Stars |20 |10 |
2647 |Total Attributes:  7 |Metallic Star Dragon, Leo ||Machine | /  |Dragon |Fire |5 Stars |20 |10 |
2648 |Total Attributes:  7 |Metallic Star Dragon, Cancer ||Machine | /  |Dragon |Water |5 Stars |20 |10 |
2649 |Total Attributes:  7 |Metallic Star Dragon, Capricorn ||Machine | /  |Dragon |Wood |5 Stars |20 |10 |
2650 |Total Attributes:  7 |Metallic Star Dragon, Taurus ||Machine | /  |Dragon |Light |5 Stars |20 |10 |
2651 |Total Attributes:  7 |Metallic Star Dragon, Aries ||Machine | /  |Dragon |Dark |5 Stars |20 |10 |
2652 |Total Attributes:  7 |Red Gadget ||Machine |Fire |3 Stars |7 |1 |
2653 |Total Attributes:  7 |Blue Gadget ||Machine |Water |3 Stars |7 |1 |
2654 |Total Attributes:  7 |Green Gadget ||Machine |Wood |3 Stars |7 |1 |
2655 |Total Attributes:  7 |Yellow Gadget ||Machine |Light |3 Stars |7 |1 |
2656 |Total Attributes:  7 |Purple Gadget ||Machine |Dark |3 Stars |7 |1 |
2657 |Total Attributes:  7 |Heroic God-Emperor, Yamato Takeru ||God | /  |Dragon | /  |Attacker |Fire | /  |Fire |8 Stars |45 |5000 |
2658 |Total Attributes:  7 |Adored Starsea Goddess, Andromeda ||God | /  |Healer | /  |Physical |Water | /  |Water |8 Stars |45 |5000 |
2659 |Total Attributes:  7 |Brave Vanquishing Deity, Perseus ||God | /  |Balanced | /  |Dragon |Wood | /  |Wood |8 Stars |45 |5000 |
2660 |Total Attributes:  7 |Fervent Monkey King, Sun Wukong ||God | /  |Physical | /  |Healer |Light | /  |Light |8 Stars |45 |5000 |
2661 |Total Attributes:  7 |Cruel Bleak Night Goddess, Pandora ||God | /  |Devil | /  |Healer |Dark | /  |Dark |8 Stars |45 |5000|
2662 |Total Attributes:  7 |Awoken Pandora ||Devil | /  |Physical |Dark | /  |Fire |7 Stars |35 |5000 |
2663 |Total Attributes:  7 |Reminiscent Norn, Urd ||God | /  |Attacker |Fire | /  |Water |7 Stars |50 |15000 |
2664 |Total Attributes:  7 |Creation Empress God, Izanami ||God | /  |Balanced |Light | /  |Water |8 Stars |70 |20 |
2665 |Total Attributes:  7 |Silk ||Attacker |Fire |5 Stars |12 |5000 |
2666 |Total Attributes:  7 |Scarlet Jewel Princess, Silk ||Attacker |Fire | /  |Light |6 Stars |22 |5000 |
2667 |Total Attributes:  7 |Carat ||Healer |Water |5 Stars |12 |5000 |
2668 |Total Attributes:  7 |Azure Jewel Princess, Carat ||Healer |Water | /  |Dark |6 Stars |22 |5000 |
2669 |Total Attributes:  7 |Cameo ||Balanced |Wood |5 Stars |12 |5000 |
2670 |Total Attributes:  7 |Jade Jewel Princess, Cameo ||Balanced |Wood | /  |Dark |6 Stars |22 |5000 |
2671 |Total Attributes:  7 |Facet ||Balanced |Light |5 Stars |12 |5000 |
2672 |Total Attributes:  7 |Adamantine Jewel Princess, Facet ||Balanced |Light | /  |Light |6 Stars |22 |5000 |
2673 |Total Attributes:  7 |Sheen ||Devil |Dark |5 Stars |12 |5000 |
2674 |Total Attributes:  7 |Cymophane Jewel Princess, Sheen ||Devil |Dark | /  |Dark |6 Stars |22 |5000 |
2675 |Total Attributes:  7 |Ichigo Kurosaki ||Balanced | /  |God |Dark |6 Stars |19 |6000 |
2676 |Total Attributes:  7 |Substitute Soul Reaper, Ichigo Kurosaki ||Balanced | /  |God |Dark | /  |Dark |7 Stars |29 |6000 |
2677 |Total Attributes:  7 |Hollow, Ichigo Kurosaki ||Balanced | /  |Devil |Dark | /  |Dark |8 Stars |39 |6000 |
2678 |Total Attributes:  7 |Rukia Kuchiki ||Balanced | /  |God |Water |6 Stars |19 |6000 |
2679 |Total Attributes:  7 |Squad 13 Lieutenant, Rukia Kuchiki ||Balanced | /  |God |Water | /  |Light |7 Stars |29 |6000 |
2680 |Total Attributes:  7 |Orihime Inoue ||Healer |Wood |4 Stars |11 |3000 |
2681 |Total Attributes:  7 |SantenKesshun, Orihime Inoue ||Healer |Wood | /  |Light |5 Stars |21 |3000 |
2682 |Total Attributes:  7 |Uryu Ishida ||Balanced |Light |4 Stars |11 |3000 |
2683 |Total Attributes:  7 |Quincy, Uryu Ishida ||Balanced |Light | /  |Light |5 Stars |21 |3000 |
2684 |Total Attributes:  7 |Yasutora Sado ||Physical |Fire |4 Stars |11 |3000 |
2685 |Total Attributes:  7 |La Muerte, Yasutora Sado ||Physical |Fire | /  |Wood |5 Stars |21 |3000 |
2686 |Total Attributes:  7 |Yoruichi Shihoin ||Attacker |Wood |4 Stars |11 |3000 |
2687 |Total Attributes:  7 |Former Cmdr of Stealth Force, Yoruichi ||Attacker |Wood | /  |Light |5 Stars |21 |3000 |
2688 |Total Attributes:  7 |Kisuke Urahara ||Balanced |Wood |5 Stars |16 |4000 |
2689 |Total Attributes:  7 |Former R&D Chief, Kisuke Urahara ||Balanced |Wood | /  |Dark |6 Stars |26 |4000 |
2690 |Total Attributes:  7 |Toshiro Hitsugaya ||Balanced | /  |God |Water |5 Stars |16 |4000 |
2691 |Total Attributes:  7 |Squad 10 Captain, Toshiro Hitsugaya ||Balanced | /  |God |Water | /  |Water |6 Stars |26 |4000 |
2692 |Total Attributes:  7 |Rangiku Matsumoto ||Balanced | /  |God |Wood |4 Stars |11 |3000 |
2693 |Total Attributes:  7 |Squad 10 Lieutenant, Rangiku Matsumoto ||Balanced | /  |God |Wood | /  |Wood |5 Stars |21 |3000 |
2694 |Total Attributes:  7 |Kenpachi Zaraki ||Attacker | /  |God |Dark |5 Stars |16 |4000 |
2695 |Total Attributes:  7 |Squad 11 Captain, Kenpachi Zaraki ||Attacker | /  |God |Dark | /  |Dark |6 Stars |26 |4000 |
2696 |Total Attributes:  7 |Ikkaku Madarame ||Attacker | /  |God |Wood |4 Stars |11 |1 |
2697 |Total Attributes:  7 |Squad 11, 3rd Seat, Ikkaku Madarame ||Attacker | /  |God |Wood | /  |Fire |5 Stars |21 |1 |
2698 |Total Attributes:  7 |Renji Abarai ||Attacker | /  |God |Fire |4 Stars |11 |1 |
2699 |Total Attributes:  7 |Squad 6 Lieutenant, Renji Abarai ||Attacker | /  |God |Fire | /  |Light |5 Stars |21 |1 |
2700 |Total Attributes:  7 |Mayuri Kurotsuchi ||Balanced | /  |God |Dark |5 Stars |15 |1 |
2701 |Total Attributes:  7 |Squad 12 Captain, Mayuri Kurotsuchi ||Balanced | /  |God |Dark | /  |Wood |6 Stars |25 |1 |
2702 |Total Attributes:  7 |Byakuya Kuchiki ||Attacker | /  |God |Light |5 Stars |15 |10 |
2703 |Total Attributes:  7 |Squad 6 Captain, Byakuya Kuchiki ||Attacker | /  |God |Light | /  |Wood |6 Stars |25 |10 |
2704 |Total Attributes:  7 |Zangetsu ||Attacker |Dark | /  |Dark |5 Stars |20 |1 |
2705 |Total Attributes:  7 |Zanpakuto, Zangetsu ||Enhance Material |Dark |4 Stars |1 |1 |
2706 |Total Attributes:  7 |Zanpakuto, Sodenoshirayuki ||Enhance Material |Water |4 Stars |1 |1 |
2707 |Total Attributes:  7 |Zanpakuto, Benihime ||Enhance Material |Wood |4 Stars |1 |1 |
2708 |Total Attributes:  7 |Zanpakuto, Hyorinmaru ||Enhance Material |Water |4 Stars |1 |1 |
2709 |Total Attributes:  7 |Kenpachi's Zanpakuto ||Enhance Material |Dark |4 Stars |1 |1 |
2710 |Total Attributes:  7 |Sherias ||Dragon | /  |God |Water |5 Stars |30 |15000 |
2711 |Total Attributes:  7 |Winged Savior Dragon Knight God, Sherias ||Dragon | /  |God |Water | /  |Light |6 Stars |50 |15000 |
2712 |Total Attributes:  7 |Baldin ||Dragon | /  |Machine |Fire |6 Stars |40 |50000 |
2713 |Total Attributes:  7 |Radiant Blade Mech Dragon God, Baldin ||Dragon | /  |Machine |Fire | /  |Dark |7 Stars |60 |50000 |
2714 |Total Attributes:  7 |Prophetic Norn, Skuld ||God | /  |Physical |Water | /  |Wood |8 Stars |70 |50000 |
2715 |Total Attributes:  7 |Awoken King Gold Necky, Force ||Physical | /  |Enhance Material |Light | /  |Light |8 Stars |32 |8320|
2716 |Total Attributes:  7 |Smithing God, Hephaestus Dragon ||Dragon | /  |God |Fire |10 Stars |99 |99 |
2717 |Total Attributes:  7 |White Rainbow Ark, Noah Dragon ||Dragon | /  |God |Water |10 Stars |99 |99 |
2718 |Total Attributes:  7 |Original Goddess, Gaia Dragon ||Dragon | /  |Machine |Wood |10 Stars |99 |99 |
2719 |Total Attributes:  7 |Almighty God, Zeus Dragon ||Dragon | /  |God |Light |10 Stars |99 |99 |
2720 |Total Attributes:  7 |Darkness Goddess, Hera Dragon ||Dragon | /  |God |Dark |10 Stars |99 |99 |
2721 |Total Attributes:  7 |Hephaestus ||God |Fire |5 Stars |30 |20 |
2722 |Total Attributes:  7 |Awoken Hephaestus ||God | /  |Attacker |Fire | /  |Fire |6 Stars |40 |20 |
2723 |Total Attributes:  7 |Flamtan ||Enhance Material |Fire |8 Stars |1 |1 |
2724 |Total Attributes:  7 |Bubtan ||Enhance Material |Water |8 Stars |1 |1 |
2725 |Total Attributes:  7 |Woodtan ||Enhance Material |Wood |8 Stars |1 |1 |
2726 |Total Attributes:  7 |Shyntan ||Enhance Material |Light |8 Stars |1 |1 |
2727 |Total Attributes:  7 |Badtan ||Enhance Material |Dark |8 Stars |1 |1 |
2728 |Total Attributes:  7 |Maple ||Attacker |Dark |4 Stars |12 |1 |
2729 |Total Attributes:  7 |Donder Legend, Maple ||Attacker |Dark | /  |Light |5 Stars |22 |1 |
2730 |Total Attributes:  7 |Takkun ||Balanced |Water |4 Stars |12 |1 |
2731 |Total Attributes:  7 |Time Guardians, Takkun & Tikkun ||Balanced |Water | /  |Light |5 Stars |22 |1 |
2732 |Total Attributes:  7 |Princess Soprano ||Healer |Light |5 Stars |15 |1 |
2733 |Total Attributes:  7 |Princess Soprano and the Mysterious Orbs ||Healer |Light | /  |Wood |6 Stars |25 |1 |
2734 |Total Attributes:  7 |LINKA ||Balanced |Light |6 Stars |20 |1 |
2735 |Total Attributes:  7 |GC Navigator, LINKA ||Balanced |Light | /  |Light |7 Stars |30 |1 |
2736 |Total Attributes:  7 |Dragon Caller, Sonia Gran Reverse ||Dragon |Dark | /  |Light |7 Stars |40 |25 |
2737 |Total Attributes:  7 |Dusking Dragon Caller, Sonia Gran Reverse ||Dragon |Dark | /  |Light |8 Stars |50 |25 |
2738 |Total Attributes:  7 |Original Goddess of Decision, Gaia ||God | /  |Attacker |Wood | /  |Wood |8 Stars |45 |15 |
2739 |Total Attributes:  7 |Reincarnated Burning Phoenix Knight, Homura ||Balanced | /  |God | /  |Machine |Fire | /  |Fire |7 Stars |34 |1 |
2740 |Total Attributes:  7 |Reincarnated Torrential Fenrir Knight, Kamui ||Balanced | /  |Devil | /  |Machine |Water | /  |Water |7 Stars |34 |1 |
2741 |Total Attributes:  7 |Reincarnated Ancient Dragon Knight, Zeal ||Dragon | /  |Balanced | /  |Machine |Wood | /  |Wood |7 Stars |34 |1 |
2742 |Total Attributes:  7 |Reincarnated Godly Knight of the Sky, Verche ||God | /  |Balanced | /  |Machine |Light | /  |Light |7 Stars |34 |1 |
2743 |Total Attributes:  7 |Reincarnated Chaos Dragon Knight, Voice ||Dragon | /  |Balanced | /  |Machine |Dark | /  |Dark |7 Stars |34 |1 |
2744 |Total Attributes:  7 |Enthusiast Red Dragonbound, Gadius ||Dragon | /  |Healer |Fire | /  |Light |7 Stars |60 |15000 |
2745 |Total Attributes:  7 |Chaotic Black Dragonbound, Typhon ||Dragon | /  |Balanced |Dark | /  |Water |8 Stars |70 |50000 |
2746 |Total Attributes:  7 |One-Eyed Hell Phantom Demon, Zuoh ||Devil | /  |Physical |Dark | /  |Wood |7 Stars |60 |15000 |
2747 |Total Attributes:  7 |Awoken Ares ||Devil | /  |Attacker |Fire | /  |Wood |7 Stars |35 |5000 |
2748 |Total Attributes:  7 |Awoken Hermes ||Devil | /  |Attacker |Water | /  |Fire |7 Stars |35 |5000 |
2749 |Total Attributes:  7 |Awoken Artemis ||Attacker | /  |Devil |Wood | /  |Water |7 Stars |35 |5000 |
2750 |Total Attributes:  7 |Awoken Apollo ||Healer | /  |Attacker |Light | /  |Wood |7 Stars |35 |5000 |
2751 |Total Attributes:  7 |Awoken Persephone ||Attacker | /  |Devil |Dark | /  |Water |7 Stars |35 |5000 |
2752 |Total Attributes:  7 |Celestial Guardian Dragon, Avalon Drake ||God | /  |Dragon | /  |Machine |Wood | /  |Light |7 Stars |40 |5000 |
2753 |Total Attributes:  7 |Whirlwind Dragon Emperor, Sevenzard ||Dragon |Wood |6 Stars |50 |50 |
2754 |Total Attributes:  7 |Rainbow Wing Whirlwind Dragon Emperor, Sevenzard ||Dragon | /  |Balanced |Wood | /  |Dark |7 Stars |80 |50 |
2755 |Total Attributes:  7 |Four Noble Ones, Xiang Mei ||Healer |Fire |8 Stars |80 |1 |
2756 |Total Attributes:  7 |Crimson Orchid Virtue, Xiang Mei ||Healer |Fire |9 Stars |99 |1 |
2757 |Total Attributes:  7 |Four Noble Ones, You Yu ||Attacker |Water |8 Stars |80 |1 |
2758 |Total Attributes:  7 |Blue Bamboo Virtue, You Yu ||Attacker |Water |9 Stars |99 |1 |
2759 |Total Attributes:  7 |Four Noble Ones, Xiu Min ||Physical |Light |8 Stars |80 |1 |
2760 |Total Attributes:  7 |Yellow Chrysanthemum Virtue, Xiu Min ||Physical |Light |9 Stars |99 |1 |
2761 |Total Attributes:  7 |Four Noble Ones, Xin Hua ||Balanced |Dark |8 Stars |80 |1 |
2762 |Total Attributes:  7 |Purple Plum Virtue, Xin Hua ||Balanced |Dark |9 Stars |99 |1 |
2763 |Total Attributes:  7 |Moogle ||Healer | /  |Physical |Light |4 Stars |8 |1 |
2764 |Total Attributes:  7 |Cloud & Fenrir ||Attacker | /  |Machine |Light | /  |Light |8 Stars |32 |6000 |
2765 |Total Attributes:  7 |One-Winged Angel, Sephiroth ||Attacker | /  |Devil |Dark | /  |Dark |8 Stars |32 |6000 |
2766 |Total Attributes:  7 |Unwavering Summoner, Yuna ||Healer | /  |Attacker |Light | /  |Water |8 Stars |32 |6000 |
2767 |Total Attributes:  7 |Cecil ||Attacker | /  |Devil |Dark |6 Stars |12 |6000 |
2768 |Total Attributes:  7 |Dark Knight, Cecil ||Attacker | /  |Devil |Dark | /  |Dark |7 Stars |22 |6000 |
2769 |Total Attributes:  7 |Paladin, Cecil ||Attacker | /  |Physical |Light | /  |Dark |7 Stars |22 |6000 |
2770 |Total Attributes:  7 |Bartz ||Balanced |Wood |5 Stars |12 |4000 |
2771 |Total Attributes:  7 |Adventurous Wind, Bartz ||Balanced |Wood | /  |Light |6 Stars |22 |4000 |
2772 |Total Attributes:  7 |Terra ||Attacker |Fire |5 Stars |12 |4000 |
2773 |Total Attributes:  7 |Trance Terra ||Attacker |Fire | /  |Light |6 Stars |22 |4000 |
2774 |Total Attributes:  7 |Shantotto ||Attacker |Dark |5 Stars |12 |4000 |
2775 |Total Attributes:  7 |Menacing Black Mage, Shantotto ||Attacker | /  |Devil |Dark | /  |Wood |6 Stars |22 |4000 |
2776 |Total Attributes:  7 |Vaan ||Attacker |Light |5 Stars |12 |4000 |
2777 |Total Attributes:  7 |Novice Sky Pirate, Vaan ||Attacker | /  |Physical |Light | /  |Fire |6 Stars |22 |4000 |
2778 |Total Attributes:  7 |Lightning ||Attacker | /  |Healer |Light |6 Stars |12 |6000 |
2779 |Total Attributes:  7 |Knight of Etro, Lightning ||Attacker | /  |Healer |Light | /  |Light |7 Stars |22 |6000 |
2780 |Total Attributes:  7 |Savior, Lightning ||Attacker | /  |Healer |Light | /  |Light |8 Stars |32 |6000 |
2781 |Total Attributes:  7 |Y'shtola ||Healer |Water |5 Stars |12 |4000 |
2782 |Total Attributes:  7 |Scion of the Seventh Dawn, Y'shtola ||Healer | /  |Attacker |Water | /  |Wood |6 Stars |22 |4000 |
2783 |Total Attributes:  7 |Rain ||Balanced |Fire |4 Stars |10 |3000 |
2784 |Total Attributes:  7 |Royal Knight, Rain ||Balanced |Fire | /  |Light |5 Stars |20 |3000 |
2785 |Total Attributes:  7 |Ultimecia ||Devil |Dark | /  |Light |5 Stars |12 |1 |
2786 |Total Attributes:  7 |Trance Kuja ||Attacker |Fire | /  |Dark |5 Stars |12 |1 |
2787 |Total Attributes:  7 |Braska's Final Aeon ||Physical |Water | /  |Dark |5 Stars |12 |1 |
2788 |Total Attributes:  7 |Shadow Lord ||Devil |Dark | /  |Dark |5 Stars |12 |1 |
